Name_Adopt,RA_Adopt,Dec_Adopt,zem_Adopt,RA_UVES,Dec_UVES,RA_SSS,Dec_SSS,B_SSS,R1_SSS,R2_SSS,I_SSS,Name_SDSS,zem_SDSS,u_SDSS,g_SDSS,r_SDSS,i_SDSS,z_SDSS,Name_NED,zem_NED,Name_SIMBAD,zem_SIMBAD,Spec_status,NumExp,ExpTime,WavStart,WavEnd,WavCoverage,Dispersion,CNR,ResPowerNom,SlitWidths,Binnings,Settings,Seeing,ProgIDs,PIObjNames,DLAzabs,DLAlogNHI,DLAelogNHI,DLAReference
J091127+055054,09:11:27.61,+05:50:54.1,2.798,09:11:27.43,+05:50:54.0,09:11:27.583,+05:50:54.46,18.495,18.034,17.727,17.403,SDSS J091127.61+055054.1,2.798,18.894,18.028,17.893,17.92,17.888,SDSS J091127.61+055054.0,2.793,QSO J0911+0551,2.793,0,13,44563,3285.9695159779,6653.3590352586,"3286.16-4523.74,4620.08-5600.53,5675.29-6617.12,6619.27-6650.64",2.5,"24,36,45,53,0","49.8,49.8,52.0,52.0,0.0","0.9,1.0",2x2,"390,564","0.62,0.76,0.98",70.A-0439(A),rxj0911,,,,
J094253-110426,09:42:53.50,-11:04:26.2,3.054,09:42:53.62,-11:04:27.9,09:42:53.502,-11:04:26.20,16.843,16.903,16.083,15.883,,,,,,,,2MASSi J0942534-110425,3.054,QSO J0942-1104,3.054,0,61,261878,3044.0521365171,10429.4794574705,"3044.05-9505.12,9506.15-9924.95,9928.76-10087.58,10091.79-10255.78,10265.71-10421.39,10421.83-10429.48",2.5,"13,115,232,246,90","49.8,49.8,47.8,47.8,47.8","0.6,1.0","1x1,2x2","346,390,437,564,580,585,760,860","0.50,1.00,2.06","079.B-0469(A),092.A-0170(A),092.A-0770(A),166.A-0106(A),185.A-0745(H),65.O-0474(A)","he0940m1050,hem0940m1050,hes0940m1050,q0914m1050,q0940m1050",,,,
J094632+125147,09:46:32.82,+12:51:47.0,3.305,09:46:32.77,+12:51:48.2,09:46:32.843,+12:51:47.32,18.875,18.221,18.049,18.909,SDSS J094632.82+125147.0,3.305,21.911,18.804,18.603,18.667,18.612,SDSS J094632.82+125147.0,3.3,SDSS J094632.82+125147.0,3.3,0,1,5400,3283.8878742881,6811.5616580143,"3622.95-4521.10,4786.12-5758.57,5834.75-5932.19,5932.34-6147.48,6147.64-6166.79,6166.89-6225.07,6228.60-6235.67,6235.82-6280.86,6281.02-6285.89,6286.36-6301.85,6301.95-6428.65,6428.81-6479.08,6479.24-6486.97,6487.08-6502.36,6502.46-6549.10,6549.21-6616.79,6616.95-6702.03,6702.14-6766.21,6766.33-6774.01,6774.12-6779.04,6779.15-6811.56",2.5,"0,8,16,16,0","0.0,49.8,47.8,47.8,0.0",1,2x2,"390,580","0.76,0.81,0.86",080.A-0482(A),sdss0946p12,,,,
J101155+294141,10:11:55.59,+29:41:41.5,2.64,10:11:55.68,+29:41:41.8,10:11:55.588,+29:41:41.61,16.704,16.566,16.219,15.929,SDSS J101155.59+294141.5,2.64,16.773,16.156,16.104,15.989,15.886,2MASSi J1011555+294141,2.62,QSO J1011+2941,2.62,0,1,2999,4159.160301783,6210.4843986815,"4162.73-4184.31,4186.27-4240.90,4242.78-4295.07,4298.73-4328.40,4334.29-5160.26,5235.90-5274.90,5276.00-5459.69,5468.44-5880.36,5880.75-5937.87,5938.16-6208.98",2.5,"0,36,35,0,0","0.0,47.8,47.8,0.0,0.0",1,2x2,520,"0.73,0.74,0.76",079.B-0469(A),q1009p2956,,,,
J104642+053107,10:46:42.83,+05:31:07.0,2.7,10:46:42.76,+05:31:08.9,10:46:42.847,+05:31:07.00,18.836,17.973,18.162,17.569,SDSS J104642.83+053107.0,2.7,19.863,18.708,18.366,17.994,17.673,SDSS J104642.83+053107.0,2.699,SDSS J104642.83+053107.0,2.682,0,3,12528,3044.7928207976,6810.131263908,"3058.31-3870.85,4802.27-4853.56,4857.24-5756.21,5834.69-6061.39,6070.55-6301.10,6301.84-6364.58,6365.32-6810.13",2.5,"11,0,28,31,0","49.8,0.0,47.8,47.8,0.0",1,2x2,"346,580","0.40,0.53,0.74",074.A-0780(A),q1044p0546,,,,
J105744+062914,10:57:44.45,+06:29:14.3,3.147,10:57:44.50,+06:29:14.1,10:57:44.455,+06:29:14.50,19.342,17.611,18.203,18.108,SDSS J105744.45+062914.3,3.147,20.726,19.012,18.658,18.552,18.494,SDSS J105744.45+062914.3,3.143,SDSS J105744.45+062914.3,3.143,0,1,3600,3282.7232025803,6651.4435539462,"3296.19-3394.89,3395.06-3406.38,3406.60-3701.38,3701.69-3926.95,3927.21-4016.17,4016.47-4027.24,4027.47-4170.30,4170.54-4368.10,4368.43-4454.69,4454.92-4520.59,4618.25-4734.69,4735.21-5366.33,5366.65-5505.53,5505.99-5598.55,5672.85-5711.82,5712.15-5803.67,5803.96-5822.82,5823.11-6301.56,6301.98-6367.96,6368.12-6428.03,6428.14-6457.26,6457.37-6649.84",2.5,"3,6,14,15,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,564","0.73,1.38,2.03",081.A-0334(A),j105744.45p062914.3,,20.55,0.05,Prochaska et al. (2005)
J105800-302455,10:58:00.40,-30:24:55.0,2.523,10:58:00.36,-30:24:54.8,10:58:00.409,-30:24:55.01,19.415,18.577,19.045,18.569,,,,,,,,PKS 1055-301,2.523,QSO B1055-3008,1.904,0,3,10725,3286.2813327844,6812.605186663,"3286.28-4523.46,4787.69-4796.32,4812.47-4834.39,4850.71-4872.48,4889.98-4923.70,4929.12-4951.99,4968.74-5578.69,5579.25-5759.69,5835.79-6301.66,6302.50-6812.61",2.5,"4,6,23,17,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","NA,NA,NA",71.A-0067(A),b1055m301,,21.54,0.1,Zafar et al. (2013)
J114254+265457,11:42:54.26,+26:54:57.5,2.625,11:42:54.38,+26:55:00.4,11:42:54.277,+26:54:57.48,16.925,16.369,16.715,16.419,SDSS J114254.26+265457.5,2.625,17.518,16.813,16.663,16.627,16.475,2MASSi J1142542+265457,2.63,QSO B1140+2711,2.63,0,13,45396,3755.3233351027,10429.0316782654,"3757.92-3913.74,3914.43-3989.83,3991.06-4302.52,4303.78-4984.10,6706.25-6774.20,6783.47-6853.75,6864.05-6986.53,7004.68-8529.92,8662.10-9766.73,9773.65-9924.11,9934.05-9963.25,9965.00-10086.90,10093.96-10255.17,10270.83-10429.03",2.5,"0,99,0,0,113","0.0,59.8,0.0,0.0,56.9",0.8,2x2,"437,860","0.42,0.72,1.23",69.A-0246(A),hsm1140p2711,,,,
J115153+150945,11:51:53.86,+15:09:45.0,3.084,11:51:53.90,+15:09:44.2,11:51:53.899,+15:09:45.03,19.468,18.659,18.639,18.995,SDSS J115153.86+150945.0,3.084,22.063,19.306,19.089,19.084,18.886,SDSS J115153.86+150945.0,3.078,SDSS J115153.86+150945.0,3.078,0,1,4800,3282.5719590809,7005.8713623361,"3508.06-4520.65,4978.38-5957.72,6038.39-6996.35,7000.38-7005.87",2.5,"0,6,13,13,0","0.0,49.8,47.8,47.8,0.0",1,2x2,"390,600","0.58,0.61,0.64",081.A-0334(A),j115153.86p150945.0,,,,
J115411+063427,11:54:11.07,+06:34:27.2,2.755,11:54:11.25,+06:34:27.9,11:54:11.104,+06:34:26.80,18.577,18.389,18.131,17.903,SDSS J115411.07+063427.2,2.755,19.344,18.302,18.151,18.143,17.988,[HB89] 1151+068,2.762,QSO B1151+0651,2.762,0,6,21600,3052.148985091,10430.2225775326,"3072.68-5578.12,5578.59-5758.82,5835.20-6301.17,6301.75-6364.65,6365.24-6828.41,6831.48-6843.23,6859.00-6925.90,6941.63-6992.52,6996.02-7751.76,7752.41-8345.84,8346.53-8523.71,8661.14-9121.40,9127.34-10086.03,10087.63-10254.72,10256.85-10430.22",2.5,"12,28,27,25,20","49.8,49.8,47.8,47.8,47.8",1,2x2,"346,437,580,860","0.45,0.64,0.74",65.O-0158(A),q1151p068,,21.3,0.08,Zafar et al. (2013)
J120917+113830,12:09:17.93,+11:38:30.3,3.103,12:09:17.86,+11:38:29.4,12:09:17.936,+11:38:30.27,17.927,16.887,16.878,16.599,SDSS J120917.93+113830.3,3.103,20.364,17.613,17.443,17.426,17.378,[HB89] 1206+119,3.105,QSO B1206+119,3.105,0,1,3900,3283.2300044161,7006.2824939601,"3509.18-4211.80,4212.22-4521.33,4978.55-4999.06,5001.86-5056.08,5058.36-5578.90,5579.65-5670.55,5672.16-5958.11,6038.75-6997.52,7000.38-7006.28",2.5,"0,4,11,12,0","0.0,49.8,47.8,47.8,0.0",1,2x2,"390,600","2.14,2.47,2.80",080.A-0482(A),sdss1209p11,,,,
J121303+171423,12:13:03.01,+17:14:23.2,2.569,12:13:02.99,+17:14:25.5,12:13:03.036,+17:14:23.30,17.245,16.987,17.183,16.86,SDSS J121303.01+171423.2,2.569,18.499,17.793,17.692,17.639,17.308,LBQS 1210+1731,2.543,LBQS 1210+1731,2.543,0,7,30500,3047.6896790565,10431.0635066608,"3054.30-3875.01,6705.88-6856.35,6864.53-6994.08,7007.68-8526.32,8670.66-8887.94,8889.42-9925.22,9935.16-9964.45,9965.69-10088.10,10102.08-10256.65,10274.97-10429.58",2.5,"28,0,0,0,53","49.8,0.0,0.0,0.0,52.0","0.9,1.0",2x2,"346,860","0.55,0.86,1.62",70.B-0258(A),q1210p17,,20.7,0.08,Zafar et al. (2013)
J122607+173649,12:26:07.19,+17:36:49.9,2.942,12:26:07.23,+17:36:49.2,12:26:07.195,+17:36:50.08,18.279,17.367,17.555,17.331,SDSS J122607.19+173649.9,2.942,20.003,18.451,18.152,17.894,17.815,LBQS 1223+1753,2.936,LBQS 1223+1753,2.92,0,7,25200,3284.4540937159,10428.6997396337,"3504.46-5578.10,5579.12-5600.80,5673.76-6301.31,6302.46-6364.73,6365.79-6652.79,6699.66-6762.98,6781.22-7966.15,7966.95-8529.93,8661.39-10086.91,10087.42-10254.93,10257.58-10428.70",2.5,"0,30,35,29,42","0.0,49.8,47.8,47.8,47.8",1,"2x1,2x2","390,437,564,860","0.35,0.51,1.17","65.O-0158(A),65.P-0038(A),69.B-0108(A)","q1223p17,q1223p178",,21.4,0.1,Zafar et al. (2013)
J122848-010414,12:28:48.21,-01:04:14.4,2.647,12:28:48.19,-01:04:14.1,12:28:48.207,-01:04:14.65,18.511,17.409,17.838,17.101,SDSS J122848.21-010414.4,2.647,19.769,18.316,18.232,17.909,17.553,SDSS J122848.21-010414.5,2.655,QSO B1226-0047,2.654,0,1,3600,3282.8810179141,6811.7449644555,"3286.17-4520.62,4785.17-5758.53,5835.05-5855.97,5856.11-5867.99,5868.14-5975.14,5975.24-5979.33,5979.48-5984.52,5984.62-6096.49,6096.65-6109.11,6109.22-6157.24,6157.34-6220.10,6220.25-6283.70,6283.81-6368.48,6370.50-6413.19,6413.30-6416.72,6416.88-6423.73,6423.84-6435.96,6436.12-6502.58,6502.69-6549.06,6549.17-6578.23,6578.40-6639.24,6639.41-6724.71,6724.83-6790.42,6790.53-6799.37,6799.49-6811.74",2.5,"6,14,17,21,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","0.63,0.72,0.80",081.A-0334(A),j122848.21m010414.5,,20.4,0.15,Prochaska et al. (2005)
J123437+075843,12:34:37.55,+07:58:43.3,2.578,12:34:37.60,+07:58:45.9,12:34:37.582,+07:58:43.60,18.961,18.064,18.399,18.199,SDSS J123437.55+075843.3,2.578,19.49,18.524,18.441,18.374,18.056,LBQS 1232+0815,2.567,LBQS 1232+0815,2.57,0,16,75400,3284.4696396332,6653.8723449025,"3284.47-4521.64,4622.14-4690.71,4701.44-5597.60,5676.48-6277.31,6284.39-6614.81,6620.39-6652.21",2.5,"28,29,90,56,0","49.8,49.8,47.8,47.8,0.0","1.0,1.2","2x1,2x2,3x2","390,564","0.37,0.74,1.46","65.P-0038(A),68.A-0106(A),69.A-0061(A),70.A-0017(A),71.B-0136(A)","compensationupks1232,pks1232p0815,pksm1232p082,q1232p0815,q1232p082",,20.9,0.08,Zafar et al. (2013)
J132139-004151,13:21:39.86,-00:41:51.9,3.091,13:21:39.92,-00:41:52.4,13:21:39.858,-00:41:51.87,20.615,19.043,19.081,17.733,SDSS J132139.86-004151.9,3.091,23.578,20.497,19.313,18.715,18.464,SDSS J132139.86-004151.9,3.075,QSO J1321-0041,3.08,0,10,22799,4978.728826336,10256.0032695185,"4978.73-5056.60,5058.11-5222.45,5223.97-5958.23,6038.96-7278.88,7279.25-7318.69,7319.06-7343.26,7343.69-7796.69,7797.15-7824.05,7824.50-7843.84,7844.24-7855.95,7856.48-7873.27,7873.73-7967.32,7967.72-7995.94,7996.47-8028.34,8029.01-8064.71,8065.38-8345.77,8347.79-8355.45,8356.08-8454.06,8455.47-8467.96,8468.67-8507.39,8508.17-8523.43,8661.65-8764.17,8764.61-8770.75,8771.26-8781.14,8781.73-8829.97,8830.49-8888.71,8889.23-8922.50,8923.17-8960.90,8961.64-9094.29,9095.43-9379.03,9379.58-9442.68,9443.15-9479.84,9480.63-9505.96,9506.44-9522.31,9523.18-9615.43,9618.72-9671.88,9672.37-9702.50,9703.06-9722.91,9723.56-9768.01,9771.19-9794.20,9794.85-9875.22,9875.88-9917.81,9918.39-9925.42,9930.14-9948.54,9949.12-9959.83,9960.41-10088.05,10093.52-10127.33,10127.75-10174.99,10175.33-10256.00",2.5,"0,0,13,18,29","0.0,0.0,56.9,56.9,56.9",0.8,2x2,"600,860","0.80,1.25,1.55",080.B-0445(A),1321m0041,,,,
J134258-135559,13:42:58.87,-13:55:59.8,3.19,13:42:59.01,-13:56:00.7,13:42:58.875,-13:55:59.82,18.265,17.425,17.702,17.299,,,,,,,,2MASSi J1342588-135559,3.19,QSO B1340-1340,3.212,0,6,25100,3285.3227518548,9767.3722736711,"3749.91-3763.69,3764.57-5578.69,5579.62-5599.57,5674.17-6301.97,6302.71-6365.41,6366.15-7919.17,8078.99-8488.33,8502.71-8829.84,8830.13-8870.35,8870.50-8922.36,8922.66-9693.61,9693.78-9767.37",2.5,"0,35,38,89,39","0.0,49.8,52.0,52.0,52.0","0.9,1.0",2x2,"390,437,564,800","0.52,0.93,1.22",68.A-0492(A),ctq325,,,,
J140445-013021,14:04:45.89,-01:30:21.8,2.518,14:04:45.94,-01:30:21.1,14:04:45.887,-01:30:21.80,18.339,17.489,17.678,17.298,SDSS J140445.89-013021.8,2.518,18.986,18.315,18.199,18.106,17.94,UM 632,2.507,QSO J1404-0130,2.522,0,2,5300,3756.9223466726,9466.5126512421,"3756.92-4984.64,5675.88-5826.75,5828.89-5919.91,5928.80-5980.39,5988.53-7516.51,7661.88-8401.44,8401.65-8467.91,8468.05-8960.77,8960.92-9466.51",2.5,"0,12,0,19,16","0.0,49.8,0.0,47.8,47.8",1,2x2,"437,760","0.60,0.79,1.05",075.A-0158(B),b1402m012,,,,
J141217+091624,14:12:17.29,+09:16:24.7,2.849,14:12:17.41,+09:16:24.3,14:12:17.307,+09:16:24.72,18.644,18.505,18.27,18.191,SDSS J141217.29+091624.7,2.849,20.199,18.631,18.641,18.639,18.464,[HB89] 1409+095,2.856,QSO J1412+0916,2.838,0,15,51950,3045.151612959,10428.2014792619,"3318.82-5757.75,5834.99-6301.21,6301.90-6850.75,6862.24-6932.59,6940.45-6992.74,6996.53-8344.36,8346.79-8524.05,8661.56-10086.60,10087.94-10254.61,10258.54-10428.20",2.5,"14,22,29,28,21","49.8,49.8,47.8,47.8,47.8",1,2x2,"346,437,580,860","0.56,0.78,1.99","65.O-0158(A),69.A-0051(A)",q1409p095,,"20.65,20.53","0.1,0.08",Zafar et al. (2013)
J141546+112943,14:15:46.24,+11:29:43.4,2.56,14:15:46.30,+11:29:40.7,14:15:46.250,+11:29:43.35,17.462,16.987,16.677,15.932,SDSS J141546.24+112943.4,2.56,18.463,17.307,16.916,16.956,16.677,[HB89] 1413+117,2.558,QSO B1413+117,2.558,0,13,59880,3052.5996859897,6811.0442590045,"3052.60-4530.04,4622.35-5578.29,5578.71-6301.42,6301.84-6810.36",2.5,"17,13,142,83,0","59.8,73.6,56.9,56.9,0.0","0.5,0.6,0.7,0.8,1.0",2x1,"346,390,564,580","0.61,1.25,2.21",65.O-0173(A),"h1413p11mmm1,h1413p11mmm2",,,,
J145418+121053,14:54:18.58,+12:10:53.8,3.252,14:54:18.60,+12:10:55.0,14:54:18.606,+12:10:53.50,19.482,18.046,18.62,19.083,SDSS J145418.58+121053.8,3.252,22.927,19.028,18.818,18.81,18.795,[HB89] 1451+123,3.246,QSO B1451+1223,3.249,0,2,7200,3625.8636384836,9323.0694242541,"3763.57-4862.70,5580.42-7425.18,7565.69-7718.89,7719.02-7915.68,7915.95-8432.26,8432.61-8454.44,8454.65-8637.58,8637.73-8731.66,8731.80-8829.33,8829.48-8945.76,8945.91-9323.07",2.5,"0,10,0,18,0","0.0,49.8,0.0,47.8,0.0",1,2x2,"424,750","0.76,0.79,0.89",65.O-0063(B),q1451p123,,"20.30,20.39","0.1,0.1","This work,Petitjean et al. (2000)"
J151352+085555,15:13:52.52,+08:55:55.7,2.901,15:13:52.54,+08:55:56.7,15:13:52.537,+08:55:55.90,18.021,16.909,17.096,16.494,SDSS J151352.52+085555.7,2.901,19.103,17.747,17.512,17.077,16.851,,,,,0,17,52713,3284.6664427925,10429.460955645,"3284.67-5601.63,5675.07-6652.50,6709.77-8531.84,8663.69-9094.46,9106.15-10087.65,10089.25-10255.68,10260.38-10429.46",2.5,"19,40,77,78,52","49.8,49.8,47.8,47.8,47.8","0.8,1.0","2x1,2x2","390,437,564,860","0.34,0.56,1.75","65.P-0038(A),69.B-0108(A),71.B-0136(A)","1511p09,1511p091,q1511p09",,,,
J194025-690756,19:40:25.51,-69:07:56.9,3.154,19:40:25.85,-69:07:56.7,19:40:25.516,-69:07:56.92,20.177,18.398,18.451,17.163,,,,,,,,[HB89] 1935-692,3.154,QSO B1935-69,3.152,0,5,23511,4775.7582241168,6812.133103372,"4780.70-4852.47,4857.45-5578.63,5579.33-5758.43,5836.75-6301.80,6302.48-6810.77",2.5,"0,0,51,60,0","0.0,0.0,47.8,47.8,0.0",1,2x2,580,"0.58,0.77,1.19",65.O-0693(A),pks1935m692,,,,
J212912-153841,21:29:12.12,-15:38:41.0,3.268,21:29:12.17,-15:38:41.0,21:29:12.124,-15:38:41.04,17.615,16.623,17.266,16.308,,,,,,,,[HB89] 2126-158,3.268,QSO B2126-150,3.268,0,29,101016,3283.5321129301,10430.0332842782,"3420.14-5578.49,5579.51-5596.80,5672.87-6616.51,6620.26-6650.97,6695.21-6843.62,6848.01-6922.19,6931.09-8517.09,8655.06-8905.83,8907.46-9086.70,9087.23-9768.07,9771.74-9925.56,9931.36-10087.36,10094.43-10255.90,10273.62-10430.03",2.5,"15,74,128,141,87","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,564,860","0.34,0.72,1.50",166.A-0106(A),pks2126m158,,,,
J214222-441929,21:42:22.14,-44:19:29.8,3.22,21:42:22.34,-44:19:30.9,21:42:22.143,-44:19:29.81,20.73,,19.706,,,,,,,,,[VH95] 2139-4433,3.22,QSO J2142-4419,3.22,0,9,43600,4089.8688346979,9397.809761358,"4153.45-4688.43,4693.36-5578.16,5579.65-6062.57,6067.68-7101.52,7108.57-7418.71,7560.49-9303.77",2.5,"0,8,9,18,0","0.0,41.5,47.8,41.1,0.0","1.0,1.2","2x2,3x2","470,474,580,750","0.60,1.00,1.21","65.O-0299(A),68.A-0216(A),69.A-0204(A)",q2139m4433,,,,
J214225-442018,21:42:25.76,-44:20:18.3,3.23,21:42:25.88,-44:20:17.2,21:42:25.767,-44:20:18.33,18.556,17.564,17.44,16.892,,,,,,,,[MWA91] 2139-4434,3.23,LBQS 2139-4434,3.23,0,5,19800,4129.7609212242,9397.4173842417,"4129.76-7413.95,7560.42-7915.25,7915.52-8453.84,8454.19-8869.22,8869.44-8945.13,8945.43-9397.42",2.5,"0,24,22,43,0","0.0,41.5,44.5,41.1,0.0","1.0,1.2",2x2,"474,580,750","1.08,1.37,1.77","65.O-0299(A),69.A-0204(A)",q2139m4434,,,,
J214304-445035,21:43:04.01,-44:50:35.9,3.06,21:43:04.11,-44:50:37.5,21:43:04.016,-44:50:35.97,20.576,,20.258,19.11,,,,,,,,[VH95] 2139-4504A,3.06,QSO B2139-4504A,3.06,0,4,18000,4089.6241893112,9322.2404816768,"4089.62-4234.02,4234.34-5312.92,5610.58-5746.14,5750.12-5890.92,5891.27-5896.87,5897.21-6043.13,6050.79-6301.21,6301.79-6364.80,6365.27-6499.64,6500.24-7370.54,7371.04-7418.83,7564.38-7761.19,7761.70-7795.18,7795.96-7809.68,7810.21-7822.66,7823.11-7842.45,7843.10-7914.98,7915.44-7994.45,7994.98-8289.91,8290.53-8297.31,8300.77-8345.75,8346.58-8353.96,8354.87-8383.62,8384.32-8431.44,8432.00-8447.55,8448.75-8453.61,8454.04-8466.60,8467.37-8777.60,8778.11-8828.47,8829.14-8837.83,8838.57-8850.96,8852.14-8887.27,8887.79-8920.76,8921.88-8959.45,8960.27-9314.55,9315.64-9322.24",2.5,"0,4,0,6,0","0.0,41.5,0.0,41.1,0.0",1.2,2x2,"470,750","0.71,0.87,1.17",68.A-0216(A),q2139m4504a,,,,
J220734-403655,22:07:34.40,-40:36:55.9,3.155,22:07:34.32,-40:36:56.0,22:07:34.408,-40:36:55.93,18.478,17.746,17.342,17.158,,,,,,,,[HB89] 2204-408,3.155,QSO B2204-4051,3.155,0,7,16588,3282.300733148,6809.5754926705,"3294.20-4518.32,4780.14-5578.21,5578.86-5755.31,5834.22-6301.32,6302.01-6805.49",2.5,"13,16,55,65,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","0.60,0.70,1.05",71.B-0106(B),qm2204m408,,,,
J223408+000001,22:34:08.99,+00:00:01.6,3.025,22:34:09.26,+00:00:05.7,22:34:08.985,+00:00:01.81,17.632,17.742,16.925,16.768,SDSS J223408.99+000001.6,3.025,19.351,17.701,17.404,17.309,17.13,LBQS 2231-0015,3.015,LBQS 2231-0015,3.025,0,4,15700,3284.0747242644,9766.674845461,"3354.07-4521.85,6088.55-7915.17,8071.34-9441.54,9442.25-9692.76,9692.92-9766.67",2.5,"17,38,0,55,47","49.8,49.8,0.0,47.8,47.8",1,2x2,"390,800","0.46,0.69,1.11",65.O-0296(A),q2231m00,,20.56,0.1,Prochaska & Wolfe (1999)
J223813-324823,22:38:13.34,-32:48:23.6,2.85,22:38:13.35,-32:48:22.5,22:38:13.344,-32:48:23.63,18.553,18.163,18.278,18.303,,,,,,,,,,,,0,2,7200,3758.5274320736,9465.9775902622,"3758.53-4983.90,5691.53-5751.31,5758.80-5825.21,5830.80-7525.37,7674.10-7842.83,7842.96-7994.84,7994.97-8769.69,8769.91-8828.76,8828.98-8887.56,8887.78-9465.98",2.5,"0,16,0,15,13","0.0,59.8,0.0,56.9,56.9",0.8,2x2,"437,760","0.72,0.78,1.06",074.A-0473(A),ctq1003,,,,
J231857-095551,23:18:57.80,-09:55:51.7,2.665,23:18:57.80,-09:55:50.6,23:18:57.738,-09:55:50.85,18.155,17.018,17.147,16.725,,,,,,,,SDSS J231857.80-095551.7,2.665,,,0,1,1800,3283.806124529,6650.9195507986,"3283.81-4520.80,4617.20-5596.89,5671.88-5762.56,5762.75-5812.22,5812.36-5867.83,5867.93-5874.93,5875.03-6050.04,6050.19-6222.79,6222.89-6281.65,6281.75-6421.26,6421.90-6432.68,6432.89-6480.27,6480.38-6650.92",2.5,"9,13,18,18,0","59.8,59.8,56.9,56.9,0.0",0.8,2x2,"390,564","0.44,0.51,0.58",072.A-0442(A),hem2316m1012,,21.2,0.2,This work
J232114-294723,23:21:14.28,-29:47:23.6,2.677,23:21:14.10,-29:47:24.4,23:21:14.288,-29:47:23.61,20.259,19.822,19.949,,,,,,,,,2QZ J232114.2-294725,2.677,2QZ J232114.2-294725,2.677,0,5,12000,3757.8231062216,10429.4489434568,"3757.82-4983.76,6701.49-6778.66,6781.94-8524.86,8661.87-9121.11,9129.25-10086.88,10087.97-10255.32,10258.57-10429.45",2.5,"0,10,0,0,6","0.0,45.5,0.0,0.0,44.2",1.1,"2x2,3x2","437,860","0.83,1.10,1.60",70.A-0031(A),quintetm1,,,,
J232128-105122,23:21:28.68,-10:51:22.5,2.96,23:21:28.80,-10:51:21.2,23:21:28.680,-10:51:22.53,18.116,17.683,17.669,17.225,,,,,,,,SDSS J232128.68-105122.5,2.96,QSO B2318-1107,0.0,0,5,23400,3044.8105144163,6814.2041559355,"3046.56-4520.26,4617.29-6812.16",2.5,"22,9,57,52,0","59.8,59.8,56.9,56.9,0.0",0.8,2x2,"346,390,564,580","0.55,0.76,2.06","072.A-0442(A),073.A-0071(A)","he2318m1107,hem2318m1107",,"20.52,20.68","0.14,0.05",Zafar et al. (2013)
J233156-090802,23:31:56.47,-09:08:02.0,2.661,23:31:56.50,-09:08:02.1,23:31:56.467,-09:08:02.10,20.172,,18.859,17.918,SDSS J233156.47-090802.0,2.661,21.526,19.701,19.054,18.671,18.238,SDSS J233156.47-090802.0,2.661,2MASS J23315645-0908026,2.661,0,11,40975,3282.6022283172,9465.9207236052,"3454.59-4520.69,4618.43-4657.53,4668.46-5578.35,5579.00-5598.48,5673.06-5841.28,5859.23-7517.54,7664.66-8887.06,8888.10-9003.05,9003.73-9440.85,9442.03-9465.92",2.5,"5,15,20,31,23","41.5,41.5,41.1,41.1,41.1",1.2,2x2,"390,564,760","0.40,1.20,1.65",080.A-0795(A),q2331m090,,21.15,0.15,Ledoux et al. (2015)
J234628+124858,23:46:28.26,+12:48:58.1,2.515,23:46:28.20,+12:49:00.0,23:46:28.265,+12:48:58.10,17.176,16.589,16.782,16.414,,,,,,,,[HB89] 2343+125,2.515,QSO B2343+1232,2.763,0,8,28200,3046.6796880882,10256.0766511,"3124.54-6839.12,6845.68-6919.95,6929.94-8515.89,8656.51-9767.76,9771.50-9925.24,9930.46-10087.96,10096.04-10127.15,10127.32-10256.08",2.5,"30,25,58,52,55","49.8,49.8,47.8,47.8,52.0","0.8,0.9,1.0",2x2,"346,390,520,580,860","0.60,0.75,1.73","072.A-0346(A),079.B-0469(A),67.A-0022(A),69.A-0204(A)","q2343p12,q2343p1232,q2343p125",,20.4,0.07,Zafar et al. (2013)
J234646+124526,23:46:46.01,+12:45:26.9,2.773,23:46:45.98,+12:45:29.2,23:46:46.014,+12:45:26.97,18.191,18.085,17.713,17.49,SDSS J234646.01+124526.9,2.773,18.939,17.908,17.7,17.621,17.595,[HB89] 2344+125,2.763,,,0,3,9900,3045.4874506817,6812.9915034091,"3226.83-3874.31,4780.38-4808.61,4812.26-4846.45,4850.42-4856.12,4858.19-4884.88,4889.61-4923.94,4929.11-4963.64,4968.48-5759.83,5835.20-6812.99",2.5,"17,0,32,33,0","49.8,0.0,47.8,47.8,0.0","1.0,1.2",2x2,"346,580","0.57,1.19,1.44","68.A-0216(A),69.A-0204(A)",q2344p1228,,,,
J234825+002040,23:48:25.37,+00:20:40.1,2.651,23:48:25.24,+00:20:40.4,23:48:25.361,+00:20:40.17,20.174,19.285,19.313,19.068,SDSS J234825.37+002040.1,2.651,20.567,19.963,19.858,19.773,19.59,[HB89] 2345+000,2.654,QSO B2345+000,2.654,0,8,25600,3282.5640163576,6653.0070597029,"3300.79-4519.09,4627.01-4658.21,4671.01-4696.60,4697.81-5578.10,5578.84-5599.63,5674.13-6616.71,6618.37-6653.01",2.5,"3,8,12,11,0","59.8,59.8,56.9,56.9,0.0",0.8,2x2,"390,564","0.64,1.06,1.36",076.A-0320(A),q2346mbx132,,,,
