Name_Adopt,RA_Adopt,Dec_Adopt,zem_Adopt,RA_UVES,Dec_UVES,RA_SSS,Dec_SSS,B_SSS,R1_SSS,R2_SSS,I_SSS,Name_SDSS,zem_SDSS,u_SDSS,g_SDSS,r_SDSS,i_SDSS,z_SDSS,Name_NED,zem_NED,Name_SIMBAD,zem_SIMBAD,Spec_status,NumExp,ExpTime,WavStart,WavEnd,WavCoverage,Dispersion,CNR,ResPowerNom,SlitWidths,Binnings,Settings,Seeing,ProgIDs,PIObjNames,DLAzabs,DLAlogNHI,DLAelogNHI,DLAReference
J024312-055055,02:43:12.47,-05:50:55.1,1.805,02:43:12.48,-05:50:55.1,02:43:12.475,-05:50:55.14,18.511,18.053,18.394,18.026,,,,,,,,[HB89] 0240-060,1.805,QSO J0243-0550,1.8,0,2,6000,3282.9440454856,6653.4443824294,"3289.44-4519.16,4620.22-5578.84,5579.21-5600.42,5674.84-6365.52,6365.89-6617.42,6619.08-6653.44",2.5,"9,9,19,18,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,564","0.73,0.86,0.94",076.A-0389(A),b0240m060,,,,
J024401-013403,02:44:01.84,-01:34:03.9,4.053,02:44:01.78,-01:34:04.4,02:44:01.841,-01:34:03.92,20.146,17.931,18.138,18.118,,,,,,,,,4.053,QSO B0241-01,4.01,0,2,5399,4168.1002546601,6811.8003718505,"4532.40-5806.95,5808.16-6238.07,6238.17-6283.18,6283.28-6301.60,6301.70-6410.25,6410.36-6640.07,6640.18-6771.70,6771.87-6811.80",2.5,"0,0,24,10,0","0.0,0.0,47.8,47.8,0.0",1,2x2,"520,580","0.79,0.81,0.92","074.A-0306(A),69.A-0613(A)","0244m0134,bri0241m0146",,,,
J024658-123630,02:46:58.46,-12:36:30.7,2.201,02:46:58.46,-12:36:30.9,02:46:58.469,-12:36:30.76,18.106,18.169,18.15,17.467,,,,,,,,[HB89] 0244-128,2.201,IVS B0244-128,0.0,0,2,6000,3282.9220501253,6655.619501307,"3292.27-4518.79,4623.62-5599.59,5676.93-6652.79",2.5,"9,13,26,24,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,564","0.43,0.75,0.78",076.A-0389(A),b0244m128,,,,
J024756-055559,02:47:56.56,-05:55:59.1,4.238,02:47:56.50,-05:55:57.8,02:47:56.560,-05:55:59.17,21.848,18.772,18.686,18.326,,,,,,,,BR 0245-0608,4.238,QSO J0247-0555,4.238,0,2,6600,6089.6026281426,9767.3909496175,"6089.60-7922.69,8073.15-8494.93,8498.19-8770.78,8770.92-8829.78,8830.07-8839.14,8839.28-9767.39",2.5,"0,0,0,23,13","0.0,0.0,0.0,47.8,47.8",1,2x2,800,"0.82,1.00,1.14",71.B-0106(B),brm0245m0608,,,,
J025019+004650,02:50:19.78,+00:46:50.2,4.77,02:50:19.76,+00:46:51.5,02:50:19.763,+00:46:50.54,,,21.001,,SDSS J025019.78+004650.2,4.77,24.208,22.601,20.98,19.539,19.468,SDSS J025019.77+004650.4,4.76,[VV2006] J025019.8+004650,4.797,0,3,10650,5043.2506224365,8347.7248917468,"5059.89-6383.74,6513.61-6942.56,6954.32-8315.07,8325.41-8339.24,8341.81-8345.85",2.5,"0,0,9,13,11","0.0,0.0,41.1,0.0,41.1",1.2,2x2,645,"0.55,0.88,1.00",072.B-0123(D),sdss0250p0046m645ru2x2,,,,
J025140-220026,02:51:40.40,-22:00:26.3,3.197,02:51:40.40,-22:00:25.6,02:51:40.400,-22:00:26.33,17.949,17.358,17.453,16.95,,,,,,,,UM 678,3.197,QSO B0249-2212,3.205,0,2,5060,3282.6559240501,6810.1988017311,"3489.05-4518.77,4784.29-4854.13,4857.25-5755.83,5833.63-6064.08,6067.37-6810.20",2.5,"17,15,30,41,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","0.79,0.94,1.02",71.B-0106(B),qm0249m222,,,,
J025607+011038,02:56:07.25,+01:10:38.5,1.349,02:56:07.20,+01:10:40.5,02:56:07.240,+01:10:38.77,19.124,18.287,18.303,18.237,SDSS J025607.25+011038.5,1.349,19.256,18.923,18.45,18.347,18.381,SDSS J025607.24+011038.6,1.348,QSO J0256+0110,1.346,0,3,16200,3282.1218906331,6655.1626538477,"3282.12-4513.63,4622.11-5578.60,5579.25-5599.72,5679.05-6277.33,6287.33-6615.88,6620.46-6652.55",2.5,"9,11,28,32,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,564","0.46,0.71,1.07",074.A-0597(A),"sdssmq0256p0110ua,sdssmq0256p0110ub,sdssmq0256p0110uc",,,,
J025927+074739,02:59:27.08,+07:47:39.3,0.893,02:59:26.93,+07:47:39.6,02:59:27.080,+07:47:39.31,21.208,17.567,19.64,17.221,,,,,,,,PKS 0256+075,0.893,NVSS J025927+074739,0.0,0,4,2860,3283.0430974854,9466.7183685231,"3292.83-7521.56,7666.07-8888.55,8888.70-9378.87,9379.03-9466.72",2.5,"1,5,7,14,11","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.80,0.87,1.21",076.A-0860(A),odmp094.7,,,,
J030000+004828,03:00:00.57,+00:48:28.0,0.9,03:00:00.52,+00:48:28.4,03:00:00.570,+00:48:27.83,19.649,16.681,16.673,15.988,SDSS J030000.57+004828.0,0.9,19.864,19.377,16.75,16.53,16.118,SDSS J0300+0048,0.892,QSO B0257+0036,0.892,0,3,11992,3047.1066813272,10256.1525433411,"3047.11-5758.01,5838.06-6839.61,6847.24-8517.59,8650.47-10088.12,10089.88-10141.85,10142.02-10160.75,10160.87-10171.61,10171.79-10185.16,10185.27-10256.15",1.75,"2,5,25,36,29","49.8,49.8,45.2,45.2,45.2",1,"1x1,2x2","346,437,580,860","NA,NA,NA",267.B-5698(A),j0300p0048,,,,
J030049-072137,03:00:49.24,-07:21:37.8,2.103,03:00:49.24,-07:21:37.4,03:00:49.255,-07:21:37.73,19.632,,18.53,18.341,SDSS J030049.24-072137.8,2.103,19.749,19.407,19.04,18.798,18.479,SDSS J030049.23-072137.7,2.105,SDSS J030049.24-072137.8,2.106,0,2,10799,3282.6083336534,6651.6545408574,"3285.84-4465.99,4469.94-4520.59,4621.60-4696.74,4706.54-5578.08,5578.64-5597.46,5674.78-6167.47,6167.57-6651.65",2.5,"5,6,14,15,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,564","0.90,0.98,1.05",080.A-0482(A),sdss0300m07,,,,
J030249-321600,03:02:49.70,-32:16:00.4,0.898,03:02:49.68,-32:16:00.8,03:02:49.705,-32:16:00.43,17.956,17.788,17.704,17.33,,,,,,,,2QZ J030249.6-321600,0.898,QSO B0300-3227,0.898,0,3,5430,3283.1270969781,6653.2050426219,"3293.68-4520.47,4620.86-5600.22,5674.68-6653.21",2.5,"7,8,21,22,0","41.5,41.5,41.1,41.1,0.0",1.2,2x2,"390,564","1.07,1.09,1.26",079.A-0600(B),j0302m3216,,,,
J030449-000813,03:04:49.85,-00:08:13.4,3.295,03:04:49.75,-00:08:11.5,03:04:49.863,-00:08:13.75,17.949,17.473,17.216,17.158,SDSS J030449.85-000813.4,3.295,19.089,17.707,17.492,17.465,17.338,LBQS 0302-0019,3.293,LBQS 0302-0019,3.29,5,0,0,0.0,0.0,,0.0,,,,,,,,,,,,
J030640-301031,03:06:40.90,-30:10:31.6,2.096,03:06:40.97,-30:10:32.4,03:06:40.904,-30:10:31.64,19.137,18.923,19.323,19.015,,,,,,,,2QZ J030640.8-301032,2.096,2QZ J030640.8-301032,2.096,0,4,8558,3047.0731336706,10429.6490753487,"3058.66-5598.65,5672.62-6650.62,6702.45-6774.60,6783.08-6837.83,6845.48-6855.59,6863.25-6993.18,7003.46-8525.38,8663.19-10087.41,10088.84-10255.60,10259.88-10429.65",2.5,"4,4,10,9,8","45.5,45.5,44.2,44.2,44.2",1.1,2x2,"346,437,564,860","1.18,1.30,1.52",70.A-0031(A),pairmdm2,,,,
J030643-301107,03:06:43.75,-30:11:07.7,2.13,03:06:43.81,-30:11:08.7,03:06:43.755,-30:11:07.72,19.631,19.102,19.559,18.008,,,,,,,,2QZ J030643.7-301107,2.13,2QZ J030643.7-301107,2.13,0,5,12600,3047.1839393152,10428.9846772146,"3065.59-5598.62,5672.59-6617.17,6619.10-6651.69,6702.03-6768.70,6773.78-6779.54,6782.03-6834.15,6835.34-6849.61,6855.84-6931.37,6940.74-6993.21,7000.27-8524.91,8662.50-10087.36,10088.87-10255.38,10260.17-10428.98",2.5,"4,3,7,8,6","45.5,45.5,44.2,44.2,44.2",1.1,2x2,"346,437,564,860","0.68,0.98,1.21",70.A-0031(A),pairmdm1,,,,
J030844-295702,03:08:44.04,-29:57:02.4,0.952,03:08:43.99,-29:57:02.8,03:08:44.044,-29:57:02.46,17.093,16.637,16.562,16.335,,,,,,,,,,,,0,2,4320,3758.9552559982,9465.8709570619,"3758.96-4986.80,5681.79-7522.52,7663.46-7915.21,7915.61-7966.20,7966.33-8466.84,8467.41-8887.53,8887.90-8921.17,8921.69-8990.18,8990.40-9184.70,9184.93-9377.72,9377.87-9465.87",2.5,"0,16,0,28,24","0.0,49.8,0.0,47.8,47.8",1,2x2,"437,760","0.75,1.82,2.70",078.A-0068(A),he0306m3008,,,,
J031006-192124,03:10:06.09,-19:21:24.0,2.144,03:10:06.08,-19:21:23.4,03:10:06.097,-19:21:24.06,18.512,18.335,18.44,17.772,,,,,,,,UM 680,2.144,QSO B0307-1932,2.144,0,6,28450,3045.386970728,10429.2683759665,"3065.08-5234.17,5238.28-5578.50,5579.85-5757.52,5837.34-6062.98,6070.47-6302.02,6302.49-6849.45,6857.05-6935.38,6938.79-6993.69,6994.68-7966.58,7967.91-8453.71,8456.39-8506.82,8508.31-8527.41,8660.57-9090.80,9096.49-9925.33,9931.96-10087.88,10105.14-10255.83,10274.06-10429.27",2.5,"11,21,25,24,30","41.5,54.5,41.1,41.1,52.0","0.9,1.2",2x2,"346,437,580,860","0.51,0.67,0.86","65.O-0299(A),68.A-0216(A),69.A-0204(A)","um680,umm680",,,,
J031009-192207,03:10:09.08,-19:22:07.2,2.122,03:10:09.06,-19:22:06.6,03:10:09.080,-19:22:07.27,19.126,18.883,18.712,18.24,,,,,,,,UM 681,2.122,QSO J0310-1922,2.122,0,9,37700,3045.2832063455,10431.7833427091,"3063.55-5234.56,5240.98-5578.77,5579.33-5759.10,5839.19-6301.75,6302.64-6365.39,6366.08-6930.98,6932.89-8522.08,8660.78-9925.74,9940.90-10088.63,10100.08-10257.19,10280.83-10431.78",2.5,"14,17,28,28,26","41.5,45.7,41.1,41.1,44.5","0.8,1.0,1.2",2x2,"346,437,580,860","0.44,0.66,1.29","65.O-0299(A),68.A-0216(A),69.A-0204(A)","um681,umm681",,,,
J031115-172247,03:11:15.19,-17:22:47.6,4.039,03:11:15.35,-17:22:45.2,03:11:15.197,-17:22:47.60,20.588,18.043,17.823,17.667,,,,,,,,BR J0311-1722,4.039,QSO B0308-1734,4.039,0,1,3599,4372.1042081195,6409.9352301472,"4372.10-5362.93,5437.18-6302.13,6302.55-6365.62,6365.99-6408.71",2.5,"0,8,13,0,0","0.0,47.8,47.8,0.0,0.0",1,2x2,540,"0.64,0.79,0.94",69.A-0613(A),0311m1722,,,,
J031257-563912,03:12:57.73,-56:39:12.3,0.0,03:12:57.84,-56:39:11.4,03:12:57.730,-56:39:12.37,17.488,16.719,16.769,15.981,,,,,,,,,,,,0,1,1660,3283.3253498667,6653.4958301308,"3290.64-4520.03,4620.68-5600.69,5674.98-5694.65,5694.74-5706.63,5706.72-5753.94,5754.03-5759.36,5759.50-5927.31,5927.41-6174.01,6174.12-6224.11,6224.21-6354.22,6354.33-6416.31,6416.41-6433.83,6433.93-6632.72,6632.83-6653.50",2.5,"2,3,9,11,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,564","1.64,1.65,2.99",078.A-0068(A),he0311m5650,,,,
J031856-060037,03:18:56.62,-06:00:37.7,1.927,03:18:56.61,-06:00:36.8,03:18:56.623,-06:00:37.67,19.984,17.851,17.566,16.752,SDSS J031856.62-060037.7,1.927,21.774,19.341,17.677,17.263,16.838,SDSS J031856.61-060037.6,1.967,2MASS J03185663-0600379,1.967,0,8,22800,3045.2040179696,10429.5115215329,"3380.61-3857.64,3858.44-5578.91,5579.42-5760.16,5838.40-6065.40,6072.79-8525.55,8663.66-9091.55,9097.31-9767.42,9778.02-9924.82,9940.89-10087.53,10097.54-10255.64,10272.33-10429.51",2.5,"13,31,32,41,45","49.8,49.8,47.8,47.8,47.8",1,2x2,"346,437,580,860","0.49,0.95,1.20",078.B-0433(A),sdssmj0319mm0601,,,,
J033032-270438,03:30:32.54,-27:04:38.8,1.816,03:30:32.63,-27:04:37.6,03:30:32.548,-27:04:38.85,19.224,,18.778,18.322,,,,,,,,PKS 0328-272,1.816,QSO B0328-272,1.803,5,0,0,0.0,0.0,,0.0,,,,,,,,,,,,
J033106-382404,03:31:06.36,-38:24:04.6,2.423,03:31:06.38,-38:24:04.5,03:31:06.368,-38:24:04.61,17.454,17.129,17.165,16.972,,,,,,,,[HB89] 0329-385,2.423,QSO B0329-3834,2.423,0,12,43200,3049.1540406738,10429.8113770537,"3070.33-5756.29,5835.07-8522.67,8652.28-10087.31,10090.76-10255.59,10263.04-10429.81",2.5,"34,43,72,74,55","49.8,49.8,47.8,47.8,47.8",1,2x2,"346,437,580,860","0.42,0.54,0.87",166.A-0106(A),q0329m385,,,,
J033108-252443,03:31:08.91,-25:24:43.3,2.685,03:31:08.78,-25:24:44.4,03:31:08.915,-25:24:43.38,18.005,17.741,17.618,17.406,,,,,,,,[HB89] 0329-255,2.685,QSO B0329-255,2.685,0,26,84583,3043.7339812139,10428.6502915992,"3138.35-5578.54,5578.86-5764.53,5834.66-6992.75,6997.12-8531.53,8663.30-10086.61,10087.96-10254.71,10261.64-10428.65",2.5,"29,64,64,61,48","49.8,49.8,47.8,47.8,47.8",1,2x2,"346,437,580,860","0.42,0.70,1.06",166.A-0106(A),pks0329m255,,,,
J033244-445557,03:32:44.09,-44:55:57.1,2.6,03:32:44.02,-44:55:56.5,03:32:44.090,-44:55:57.15,17.687,17.176,16.987,16.871,,,,,,,,PKS 0330-450,2.6,QSO J0332-4455,2.679,0,5,13800,3282.7792660125,9466.1944201036,"3330.04-5239.21,5244.41-7524.66,7666.60-7717.28,7717.41-7796.06,7796.32-7844.19,7844.38-7905.19,7905.46-7951.27,7951.41-7994.36,7994.62-8109.58,8109.85-8144.00,8144.82-8332.37,8332.64-8384.50,8384.64-8467.34,8467.84-8558.92,8559.07-8634.48,8634.63-8688.51,8688.65-8733.04,8733.18-8738.87,8739.01-8767.04,8767.26-8816.90,8817.12-8861.42,8861.71-8888.13,8888.35-8921.77,8922.07-9003.46,9003.69-9050.96,9051.19-9059.34,9059.50-9151.60,9151.75-9219.77,9220.00-9294.03,9294.19-9364.28,9364.52-9370.30,9370.53-9378.27,9378.59-9466.19",2.5,"18,34,41,43,15","49.8,49.8,47.8,47.8,56.9","0.8,1.0",2x2,"390,437,580,760","0.77,0.92,1.34","072.A-0442(A),078.A-0164(A)","hem0331m4506,q0331m451",,,,
J033413-400825,03:34:13.64,-40:08:25.4,1.445,03:34:13.74,-40:08:23.1,03:34:13.646,-40:08:25.40,17.507,17.214,15.909,17.567,,,,,,,,[HB89] 0332-403,1.445,QSO B0332-403,1.445,0,7,7945,3282.9172496224,9466.6712513522,"3302.08-7521.15,7662.39-9466.67",2.5,"2,4,10,12,6","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.90,1.35,2.18",076.A-0860(A),pksm0332m403,,,,
J033626-201940,03:36:26.98,-20:19:40.0,3.125,03:36:27.01,-20:19:38.6,03:36:26.981,-20:19:40.06,18.141,17.561,17.816,17.796,,,,,,,,UM 683,3.125,QSO B0334-204,3.132,0,2,3456,3282.6989624035,6810.2312978938,"3423.95-4517.70,4784.99-4855.00,4859.22-5546.83,5547.43-5578.84,5579.54-5756.63,5832.30-6302.25,6302.35-6810.23",2.5,"2,6,14,14,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","1.08,1.09,1.35",71.B-0106(B),qm0334m204,,,,
J033755-120404,03:37:55.44,-12:04:04.6,3.442,03:37:55.50,-12:04:04.9,03:37:55.449,-12:04:04.63,21.018,,20.199,,,,,,,,,[HB89] 0335-122,3.442,QSO J0337-1204,3.442,0,5,16200,3755.1206316946,10255.7271219917,"3902.29-4983.83,6699.63-6778.92,6783.62-8523.84,8659.76-10082.65",2.5,"0,9,0,0,10","0.0,49.8,0.0,0.0,47.8",1,2x2,"437,860","0.58,0.72,1.24",71.A-0067(A),b0335m122,,,,
J033829+002156,03:38:29.30,+00:21:56.2,5.032,03:38:29.32,+00:21:56.5,03:38:28.351,+00:21:57.65,,,21.121,,SDSS J033829.30+002156.2,5.032,23.896,25.385,21.729,20.066,19.691,SDSS J0338+0021,5.071,QSO J0338+0021,5.02,0,7,23590,4870.3401987262,10254.5082914735,"5361.38-6777.95,6781.40-6849.66,6852.80-10086.58,10088.18-10254.51",2.5,"0,0,6,16,18","0.0,0.0,41.1,41.1,41.1",1.2,2x2,"680,860","0.44,0.64,0.88",072.B-0123(D),"sdss0039m0959u2x2,sdss0338p0021u2x2,sdss0338p0021ucarbonuiv",,,,
J034957-210247,03:49:57.81,-21:02:47.6,2.944,03:49:57.71,-21:02:52.6,03:49:57.810,-21:02:47.63,20.476,19.923,20.297,,,,,,,,,PKS 0347-211,2.944,IVS B0347-211,0.0,0,3,8873,3281.806121346,6810.0257146197,"3309.56-4134.68,4140.31-4514.92,4783.81-4854.98,4857.04-5756.98,5839.08-6064.94,6067.92-6763.39,6766.10-6810.03",2.5,"5,3,9,8,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","0.49,0.66,1.04",71.A-0067(A),b0347m211,,,,
J035128-142908,03:51:28.55,-14:29:08.2,0.616,03:51:28.47,-14:29:07.2,03:51:28.557,-14:29:08.24,16.001,,15.753,15.447,,,,,,,,3C 095,0.616,3C 95,0.614,0,4,1200,3282.9965925923,9466.8211011842,"3293.77-4743.35,4747.90-7520.83,7666.92-9466.82",2.5,"7,25,22,28,18","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.61,0.71,0.76",076.A-0860(A),3cm095,,,,
J035230-071102,03:52:30.55,-07:11:02.3,0.965,03:52:30.48,-07:11:01.6,03:52:30.560,-07:11:02.04,16.868,16.303,16.343,16.104,SDSS J035230.55-071102.3,0.965,17.008,16.712,16.36,16.362,16.234,3C 094,0.965,3C 94,0.962,0,4,1200,3283.0077599135,9466.9322482355,"3297.58-4827.28,4830.26-5237.91,5245.17-5639.05,5647.00-7520.73,7667.65-9466.93",2.5,"6,15,23,27,17","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.64,0.70,0.78",076.A-0860(A),3cm094,,,,
J035320-231417,03:53:20.09,-23:14:17.9,1.911,03:53:20.17,-23:14:17.6,03:53:20.097,-23:14:17.97,17.395,16.575,16.595,16.12,,,,,,,,2MASSi J0353200-231417,1.911,[VV96] J035320.2-231418,1.911,0,1,1120,3282.89534303,6653.4566449452,"3285.94-4520.64,4619.61-5600.66,5674.94-5987.54,5987.64-6108.89,6108.99-6227.86,6227.96-6359.64,6362.08-6417.98,6418.19-6490.59,6490.69-6559.31,6559.42-6653.46",2.5,"3,4,9,9,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,564","2.63,2.63,2.63",078.A-0068(A),he0351m2323,,,,
J035405-272421,03:54:05.56,-27:24:21.0,2.819,03:54:05.58,-27:24:21.9,03:54:05.563,-27:24:21.00,17.918,17.357,17.472,17.121,,,,,,,,UM 684,2.819,QSO B0352-275,2.823,0,4,10240,3280.6344349022,6813.160000868,"3292.45-4520.39,4786.77-4808.37,4812.34-4846.05,4850.37-4884.59,4888.95-4923.77,4928.58-5237.31,5242.56-5759.59,5837.00-6065.20,6073.35-6813.16",2.5,"12,19,35,34,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","0.73,1.15,1.57",078.A-0003(A),q0352m275,,,,
J040114-395132,04:01:14.06,-39:51:32.6,1.507,04:01:14.08,-39:51:33.2,04:01:14.067,-39:51:32.69,17.427,16.746,16.718,16.403,,,,,,,,HE 0359-3959,1.507,HE 0359-3959,1.507,0,1,2160,3282.9517477891,6653.6264454974,"3297.41-4520.15,4622.12-4721.93,4731.47-5600.80,5675.09-5684.32,5684.47-5692.81,5692.91-5762.84,5762.93-5815.02,5815.12-5871.40,5871.54-5876.64,5876.79-5897.45,5897.55-6233.01,6233.11-6365.32,6365.43-6484.48,6485.99-6491.40,6491.51-6495.68,6495.79-6498.82,6498.98-6562.43,6562.54-6572.67,6572.78-6653.63",2.5,"4,5,13,16,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,564","2.10,2.38,2.67",078.A-0068(A),he0359m3959,,,,
J040353-360501,04:03:53.73,-36:05:01.9,1.417,04:03:53.61,-36:04:58.5,04:03:53.735,-36:05:01.95,17.037,16.384,16.735,15.719,,,,,,,,[HB89] 0402-362,1.417,QSO B0402-362,1.417,0,4,1320,3283.1203969292,9466.7044295394,"3307.94-7520.49,7666.70-9466.70",2.5,"2,8,9,14,9","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","1.37,1.50,2.14",076.A-0860(A),pksm0402m362,,,,
J040356-170321,04:03:56.64,-17:03:21.8,4.227,04:03:56.63,-17:03:23.1,04:03:56.642,-17:03:21.87,22.282,,18.25,,,,,,,,,BR 0401-1711,4.227,QSO J0403-1703,4.227,0,6,15242,4779.0159461347,10428.4525288816,"4790.67-5759.09,5834.89-7965.90,7966.89-10086.84,10088.19-10254.86,10259.22-10428.45",2.5,"0,0,12,28,11","0.0,0.0,47.8,47.8,47.8",1,2x2,"580,800,860","0.41,0.56,1.15","074.A-0306(A),71.B-0106(B)","br0401m1711,brm0401m1711",,,,
J041716-055345,04:17:16.78,-05:53:45.5,0.775,04:17:16.89,-05:53:45.2,04:17:16.783,-05:53:45.52,16.359,15.194,15.7,15.563,,,,,,,,3C 110,0.775,4C -05.17,0.773,0,4,1200,3283.023362837,9466.8982956345,"3299.74-7521.71,7667.62-9466.90",2.5,"5,15,16,24,13","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.46,0.54,0.65",076.A-0860(A),pksm0414m06,,,,
J041950-571612,04:19:50.94,-57:16:12.8,4.461,04:19:50.82,-57:16:14.9,04:19:50.946,-57:16:12.88,21.097,17.849,17.878,17.723,,,,,,,,BR 0418-5723,4.461,QSO B0418-5723,4.461,0,1,1845,4576.9141297304,6610.5672951423,"4576.91-5561.03,5637.04-5702.24,5702.34-5917.48,5917.57-5933.88,5933.98-6610.57",2.5,"0,0,11,16,0","0.0,0.0,47.8,47.8,0.0",1,2x2,560,"0.56,0.66,0.75",69.A-0613(A),0419m5716,,,,
J042214-384452,04:22:14.78,-38:44:52.8,3.11,04:22:14.90,-38:44:52.4,04:22:14.788,-38:44:52.89,17.324,16.443,16.431,16.033,,,,,,,,[HB89] 0420-388 NED01,3.11,QSO B0420-3850,3.123,0,18,57770,3282.785301371,10432.2707996284,"3713.14-5600.38,5676.93-6653.01,6702.13-6770.21,6783.60-6848.91,6855.31-6929.68,6939.98-6992.90,6996.34-8523.97,8661.18-10257.07,10259.30-10432.27",2.5,"0,77,92,91,89","0.0,49.8,47.8,47.8,47.8",1,2x2,"390,437,564,860","0.57,0.90,1.59",166.A-0106(A),q0420m388,,,,
J042315-012033,04:23:15.79,-01:20:33.1,0.914,04:23:15.66,-01:20:32.3,04:23:15.793,-01:20:33.13,17.06,16.916,15.416,16.461,,,,,,,,[HB89] 0420-014,0.914,QSO B0420-015,0.915,0,4,2280,3283.136635297,9466.9880866146,"3402.46-5579.02,5579.49-7521.72,7666.80-9466.99",2.5,"2,6,9,14,9","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.72,0.89,1.06",076.A-0860(A),pksm0420m01,,,,
J042442-375620,04:24:42.22,-37:56:20.6,0.782,04:24:42.49,-37:56:21.1,04:24:42.229,-37:56:20.65,17.959,17.096,17.586,17.659,,,,,,,,[HB89] 0422-380,0.782,QSO B0422-380,0.782,0,7,4915,3283.0366494606,9466.7787192973,"3312.16-5578.81,5579.41-7520.55,7666.56-9466.78",2.5,"2,9,8,16,11","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.97,1.48,1.75",076.A-0860(A),pksm0422m380,,,,
J042707-130253,04:27:07.29,-13:02:53.6,2.159,04:27:07.24,-13:02:53.2,04:27:07.291,-13:02:53.61,17.749,17.312,17.176,16.813,,,,,,,,[HB89] 0424-131,2.159,QSO B0424-1309,2.166,0,2,6000,3282.6984928744,6813.0136500159,"3291.14-4520.52,4780.72-4808.23,4813.20-4845.50,4850.39-4874.48,4889.58-4923.87,4928.76-5237.03,5245.07-5759.99,5837.11-6813.01",2.5,"11,14,32,32,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","0.93,1.08,1.08",078.A-0003(A),q0424m131,,,,
J042840-375619,04:28:40.40,-37:56:19.4,1.11,04:28:40.36,-37:56:21.5,04:28:40.404,-37:56:19.43,18.96,16.194,17.367,17.275,,,,,,,,PKS 0426-380,1.11,QSO B0426-380,1.11,0,5,3550,3282.9247365074,9466.7717843711,"3295.43-4748.78,4749.14-7453.05,7468.85-7521.36,7665.92-8829.65,8829.79-9466.77",2.5,"2,5,11,15,9","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","1.00,1.18,1.54",076.A-0860(A),pksm0426m380,,,,
J043037-485523,04:30:37.30,-48:55:23.5,1.94,04:30:37.05,-48:55:23.4,04:30:37.300,-48:55:23.52,16.553,16.011,15.865,15.519,,,,,,,,CTS 0512,1.94,QSO B0429-4901,1.94,0,8,25959,3043.0855241909,10428.4846770436,"3059.33-5578.50,5579.00-5763.57,5843.34-6066.11,6072.58-6849.30,6864.05-8532.67,8667.70-9923.51,9928.97-9958.48,9959.52-9963.71,9964.56-10014.84,10015.44-10086.85,10096.09-10254.89,10271.27-10428.48",1.5,"24,50,53,53,66","55.8,55.8,50.6,50.6,50.6",0.8,1x1,"346,437,580,860","0.43,0.74,1.39",66.A-0221(A),hem0429m4901,,,,
J044026-163234,04:40:26.45,-16:32:34.0,1.965,04:40:26.44,-16:32:34.8,04:40:26.455,-16:32:34.00,18.023,17.332,17.598,17.096,,,,,,,,[HB89] 0438-166,1.965,QSO B0438-166,1.965,0,1,1800,3064.6771229487,6651.0519267286,"3075.76-3868.86,4617.33-4697.60,4698.47-5597.52,5671.57-6616.64,6619.73-6637.81,6637.98-6651.05",2.5,"7,0,12,10,0","59.8,0.0,56.9,56.9,0.0",0.8,2x2,"346,564","1.03,1.09,1.16",072.A-0442(A),hem0438m1638,,,,
J044117-431343,04:41:17.29,-43:13:43.3,0.593,04:41:17.25,-43:13:44.8,04:41:17.298,-43:13:43.36,15.308,16.231,16.892,16.044,,,,,,,,[HB89] 0439-433,0.593,QSO B0439-4319,0.593,0,7,20743,3756.6959667749,10429.8860716161,"3756.70-5759.45,5833.99-6846.89,6857.80-6993.29,6996.55-8525.00,8662.67-10087.64,10097.91-10255.84,10262.60-10429.89",2.5,"0,49,60,56,48","0.0,49.8,47.8,47.8,47.8",1,2x2,"437,580,860","0.79,1.04,1.23",70.C-0007(A),q0439m433,,,,
