Name_Adopt,RA_Adopt,Dec_Adopt,zem_Adopt,RA_UVES,Dec_UVES,RA_SSS,Dec_SSS,B_SSS,R1_SSS,R2_SSS,I_SSS,Name_SDSS,zem_SDSS,u_SDSS,g_SDSS,r_SDSS,i_SDSS,z_SDSS,Name_NED,zem_NED,Name_SIMBAD,zem_SIMBAD,Spec_status,NumExp,ExpTime,WavStart,WavEnd,WavCoverage,Dispersion,CNR,ResPowerNom,SlitWidths,Binnings,Settings,Seeing,ProgIDs,PIObjNames,DLAzabs,DLAlogNHI,DLAelogNHI,DLAReference
J010604-254651,01:06:04.41,-25:46:51.3,3.365,01:06:04.29,-25:46:52.4,01:06:04.418,-25:46:51.38,19.513,18.493,18.462,18.362,,,,,,,,FDF 4683,3.365,QSO B0103-260,3.365,0,8,24800,4164.5234534715,6214.7083231396,"4164.52-4248.07,4249.70-5167.04,5230.99-5462.99,5469.37-5578.17,5578.68-6209.79",2.5,"0,30,26,0,0","0.0,47.8,47.8,0.0,0.0",1,2x2,520,"0.49,0.72,0.99",66.A-0133(A),q0103m260,,,,
J010821+062327,01:08:21.72,+06:23:27.1,1.96,01:08:21.67,+06:23:28.9,01:08:21.729,+06:23:27.14,17.416,16.924,16.978,16.322,,,,,,,,UM 086,1.96,QSO J0108+0623,1.96,0,3,9900,3478.956343683,9913.1358210829,"3482.41-4715.48,6093.37-6235.13,6245.75-7920.98,8084.68-8501.75,8505.36-9902.81",2.5,"30,54,0,67,66","49.8,49.8,0.0,47.8,47.8",1,2x2,"410,800","0.78,0.80,0.87",71.B-0106(B),qm0105p061,,,,
J011143-350300,01:11:43.63,-35:03:00.6,2.41,01:11:43.60,-35:03:00.7,01:11:43.630,-35:03:00.61,16.941,16.751,16.582,16.499,,,,,,,,[HB89] 0109-353,2.41,QSO B0109-3518,2.406,0,13,46800,3046.4129510906,10430.1722967194,"3056.77-3146.99,3147.59-5756.25,5834.25-6301.62,6302.62-6838.17,6845.48-6921.07,6929.10-8515.08,8652.15-8873.03,8873.99-9077.50,9085.07-9767.15,9772.85-9924.95,9929.84-10086.23,10094.23-10254.07,10275.64-10430.17",2.5,"55,67,102,114,88","49.8,49.8,47.8,47.8,47.8",1,2x2,"346,437,580,860","0.45,0.69,1.37",166.A-0106(A),q0109m3518,,,,
J011517-012704,01:15:17.10,-01:27:04.5,1.371,01:15:17.05,-01:27:04.7,01:15:17.088,-01:27:04.30,17.749,17.108,17.45,17.176,SDSS J011517.10-012704.5,1.371,18.174,18.057,17.839,17.769,17.866,UM 310,1.365,QSO B0112-017,1.365,0,4,2880,3283.0990501151,9467.195494081,"3301.69-5234.08,5240.98-5725.30,5731.51-5827.66,5828.24-7517.62,7662.30-9467.20",2.5,"4,13,13,20,12","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.54,0.94,1.06",075.A-0841(A),pksm0112m017,,,,
J011818+025805,01:18:18.48,+02:58:05.7,0.667,01:18:18.31,+02:58:09.2,01:18:18.472,+02:58:06.04,17.6,,17.492,17.807,SDSS J011818.48+025805.7,0.667,17.92,17.496,17.525,17.574,17.558,3C 037,0.672,4C 02.04,0.672,0,5,2000,3283.1502941946,9467.2643138196,"3301.66-4742.11,4747.96-5589.66,5596.52-5637.41,5641.60-5825.47,5828.92-7517.30,7662.04-8830.18,8830.33-9467.26",2.5,"4,10,13,17,9","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.52,0.73,1.19",075.A-0841(A),3cm037,,,,
J011852+032049,01:18:52.68,+03:20:49.9,4.23,01:18:52.45,+03:20:49.8,01:18:52.682,+03:20:49.91,21.685,18.871,19.034,19.313,,,,,,,,,,QSO B0116+0305,4.23,0,5,25200,3284.5887836107,10429.5622579902,"4576.97-4854.80,4857.88-6848.73,6855.76-6929.56,6940.49-6993.53,6995.34-8525.95,8663.70-9615.13,9626.61-9767.63,9780.10-9925.12,9938.86-10087.66,10112.00-10255.78,10287.47-10429.56",2.5,"0,0,14,22,10","0.0,0.0,47.8,47.8,47.8",1,2x2,"390,560,580,860","0.52,0.64,0.71","69.A-0613(A),71.A-0114(A)","0118p0320,q0118p0320",,,,
J012031-270124,01:20:31.68,-27:01:24.5,0.559,01:20:31.56,-27:01:25.1,01:20:31.688,-27:01:24.50,15.893,16.197,15.606,14.68,,,,,,,,PKS 0118-272,0.559,QSO B0118-2717,0.557,0,2,6840,3755.9445187812,10430.1479261138,"3757.92-4982.89,6705.12-6770.41,6784.37-6837.42,6853.74-8527.92,8668.16-8790.31,8792.58-9094.83,9100.22-10087.22,10088.06-10255.75,10258.92-10349.49,10349.66-10430.15",2.5,"0,57,0,0,83","0.0,49.8,0.0,0.0,47.8",1,2x2,"437,860","0.99,1.00,1.18",70.C-0007(A),q0118m272,,,,
J012101+034412,01:21:01.33,+03:44:12.9,0.765,01:21:01.26,+03:44:14.0,01:21:01.336,+03:44:12.93,17.807,19.057,17.467,17.595,,,,,,,,3C 039,0.765,4C 03.02,0.765,0,4,2400,3283.1809389551,9467.2737322257,"3298.27-5234.96,5242.56-5825.18,5829.36-7517.30,7662.04-9467.27",2.5,"4,12,14,20,11","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.70,0.89,1.02",075.A-0841(A),3cm039,,,,
J012126+034706,01:21:26.15,+03:47:06.7,4.13,01:21:26.02,+03:47:05.7,01:21:26.152,+03:47:06.78,20.627,18.389,18.281,18.359,,,,,,,,PSS J0121+0347,4.13,QSO B0118-0011,4.13,0,3,10800,4089.7883772963,9767.4802840629,"4089.79-5362.94,5437.06-7923.29,8077.73-8497.07,8504.30-8706.58,8706.73-8922.38,8922.75-9767.48",2.5,"0,16,12,19,16","0.0,49.8,47.8,47.8,47.8",1,2x2,"470,540,800","0.45,0.55,0.85","69.A-0613(A),71.A-0114(A)","0121p0347,q0121p0347",,,,
J012227-042127,01:22:27.89,-04:21:27.1,1.965,01:22:27.85,-04:21:26.8,01:22:27.884,-04:21:27.15,17.232,16.344,16.495,15.837,SDSS J012227.89-042127.1,1.965,17.356,17.104,16.775,16.485,16.286,[HB89] 0119-046,1.925,4C -04.04,1.953,0,4,1040,3283.110919626,9467.2297211874,"3293.56-5392.45,5394.97-5590.34,5591.09-7517.64,7662.26-9467.23",2.5,"4,10,12,18,13","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.69,0.82,1.11",075.A-0841(A),4cmm04.04,,,,
J012303-005818,01:23:03.22,-00:58:18.9,1.549,01:23:03.20,-00:58:18.8,01:23:03.231,-00:58:18.88,18.714,18.496,18.361,17.993,SDSS J012303.22-005818.9,1.549,19.244,18.762,18.446,18.179,18.114,SDSS J012303.22-005818.9,1.55,QSO B0120-0113,1.551,0,2,5399,4164.5650934753,6211.2473348252,"4164.57-4296.17,4301.44-5162.83,5245.06-5463.50,5471.44-5578.65,5579.25-6203.48",2.5,"0,7,9,0,0","0.0,47.8,47.8,0.0,0.0",1,2x2,520,"1.08,1.17,1.24",078.A-0646(A),q0123m0058,,,,
J012403+004432,01:24:03.77,+00:44:32.7,3.836,01:24:03.78,+00:44:32.8,01:24:03.782,+00:44:32.84,19.376,17.741,17.51,17.526,SDSS J012403.77+004432.7,3.836,23.257,19.31,17.967,18.002,17.884,SDSS J0124+0044,3.84,QSO B0121+0028,3.81,0,28,83220,3287.4878091044,9466.658305374,"3702.40-7528.73,7657.91-9466.66",2.5,"0,47,47,70,60","0.0,49.8,47.8,47.8,47.8",1,2x2,"390,437,520,580,760","0.50,0.87,1.52","073.A-0653(C),092.A-0011(A),69.A-0613(A),71.A-0114(A)","0124p0044,j0124p0044,q0124p0044",,,,
J012417-374423,01:24:17.36,-37:44:23.0,2.2,01:24:17.29,-37:44:25.4,01:24:17.368,-37:44:23.09,16.864,16.688,16.585,16.266,,,,,,,,[HB89] 0122-380,2.2,QSO J0124-3744,2.19,0,13,46800,3044.3641693162,10429.4178465655,"3053.72-5578.30,5578.86-5762.12,5833.53-6847.04,6857.44-6929.75,6940.63-6993.03,6998.16-7965.97,7967.03-8524.76,8660.83-9766.93,9776.87-9924.40,9932.68-10087.02,10098.13-10255.21,10279.27-10419.94,10422.81-10429.42",2.5,"37,64,82,78,75","49.8,49.8,47.8,47.8,47.8",1,2x2,"346,437,580,860","0.40,0.68,1.22",166.A-0106(A),q0122m380,,,,
J012528-000555,01:25:28.84,-00:05:55.9,1.076,01:25:28.86,-00:05:56.9,01:25:28.845,-00:05:56.03,16.429,15.873,16.138,16.086,SDSS J012528.84-000555.9,1.076,16.791,16.692,16.469,16.539,16.662,UM 321,1.077,IVS B0122-003,0.0,0,4,864,3283.2114021932,9467.2036784082,"3300.56-5234.57,5238.63-5589.72,5595.46-5725.64,5730.70-5825.14,5829.56-7517.62,7662.31-9467.20",2.5,"4,9,13,17,9","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.62,0.78,0.92",075.A-0841(A),mrcm0122m003,,,,
J012944-403346,01:29:44.85,-40:33:46.6,0.513,01:29:44.86,-40:33:44.7,01:29:44.859,-40:33:46.69,18.11,16.482,16.398,16.298,,,,,,,,2MASSi J0129449-403345,0.513,2MASSI J0129449-403345,0.515,0,1,3065,3283.025873956,6809.6033056931,"3289.14-4521.69,4784.87-4852.65,4857.03-5756.05,5833.41-6064.11,6068.51-6107.24,6107.35-6111.17,6111.27-6301.56,6301.67-6356.08,6356.24-6359.10,6359.21-6372.21,6372.48-6424.77,6424.88-6431.04,6431.20-6479.76,6479.97-6628.41,6628.52-6784.21,6784.32-6809.60",2.5,"17,19,37,37,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","0.72,0.81,0.91",70.B-0522(A),rxsmj01297m4033,,,,
J013105-213446,01:31:05.48,-21:34:46.6,1.9,01:31:05.43,-21:34:46.4,01:31:05.485,-21:34:46.65,16.434,16.261,16.111,15.495,,,,,,,,2MASX J01310547-2134474,1.9,QSO J0131-2134,1.9,0,2,6130,3045.0517814054,6810.4832916491,"3063.24-3867.95,4784.69-5578.49,5579.09-5757.27,5835.34-6065.14,6069.90-6301.69,6302.27-6808.61",2.5,"42,0,53,46,0","48.3,0.0,45.2,45.2,0.0",1,1x1,"346,580","0.62,0.83,1.25",072.A-0446(B),q0128m2150,,,,
J013233+011607,01:32:33.90,+01:16:07.2,1.79,01:32:33.86,+01:16:08.4,01:32:33.863,+01:16:07.40,19.582,,19.432,18.381,SDSS J013233.90+011607.2,1.79,19.219,18.805,18.828,18.573,18.316,SDSS J013233.89+011607.1,1.791,QSO B0129+0100,1.786,0,4,15565,4164.5623145113,6211.2431901349,"4164.56-4248.22,4250.74-4296.46,4301.76-5162.83,5233.26-5462.09,5468.65-6208.14",2.5,"0,16,18,0,0","0.0,47.8,47.8,0.0,0.0",1,2x2,520,"0.70,0.81,1.12",078.A-0646(A),q0132p0116,,,,
J013243-165448,01:32:43.47,-16:54:48.5,1.02,01:32:43.51,-16:54:48.8,01:32:43.476,-16:54:48.51,18.749,18.406,17.804,17.666,,,,,,,,[HB89] 0130-171,1.02,QSO B0130-171,1.02,0,4,4800,3283.0724256188,9467.0397726553,"3285.48-7521.82,7666.26-8468.38,8468.60-8888.78,8889.07-9467.04",2.5,"7,17,22,33,22","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.67,0.77,0.88",075.A-0841(B),pksm0130m17,,,,
J013301-400628,01:33:01.91,-40:06:28.1,3.023,01:33:01.90,-40:06:28.0,01:33:01.914,-40:06:28.12,17.635,16.966,16.566,16.584,,,,,,,,TOLOLO 0130-403,3.023,QSO B0130-4021,3.023,0,3,9065,3283.0213179117,6809.8210020564,"3286.66-4522.81,4620.79-6702.44,6702.55-6798.30,6798.42-6809.82",2.5,"14,17,39,39,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,564,580","0.80,1.58,1.71","079.B-0469(A),70.B-0522(A)","q0130m4021,qm0130m403",,,,
J013405+005109,01:34:05.77,+00:51:09.4,1.52,01:34:05.77,+00:51:09.7,01:34:05.765,+00:51:09.23,18.786,17.912,17.769,18.007,SDSS J013405.77+005109.4,1.52,18.947,18.626,18.404,18.145,18.263,SDSS J013405.75+005109.4,1.52,QSO B0131+0035,1.522,0,3,14400,3044.9923951762,6653.9518444939,"3045.78-3869.45,4621.46-5578.47,5579.12-5601.17,5677.16-6301.62,6302.36-6365.21,6365.79-6616.44,6620.30-6650.24",2.5,"9,0,20,22,0","49.8,0.0,47.8,47.8,0.0",1,2x2,"346,564","0.62,0.78,0.96",074.A-0597(A),"sdssmq0134p0051ua,sdssmq0134p0051ub,sdssmq0134p0051uc",,,,
J013442-413611,01:34:42.73,-41:36:11.9,0.172,01:34:42.54,-41:36:10.5,01:34:42.731,-41:36:11.95,18.687,17.308,17.307,16.846,,,,,,,,LCRS B013232.5-415131,0.172,QSO B0132-4151,0.172,0,3,9195,3285.8305686075,6812.1819788043,"3285.83-4522.84,4785.48-4794.75,4803.39-5578.16,5578.81-5756.36,5840.88-6807.58",2.5,"5,6,19,20,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","1.08,1.40,2.24",70.B-0522(A),msm01325m4151,,,,
J013724-422417,01:37:24.37,-42:24:17.3,3.97,01:37:24.67,-42:24:15.4,01:37:24.373,-42:24:17.33,20.388,18.857,18.843,19.044,,,,,,,,BRI J0137-4224,3.97,QSO J0137-4224,3.97,0,4,16700,4089.9679936041,9767.0947360123,"4264.60-5578.76,5579.09-6243.37,6243.89-6301.79,6302.58-6365.38,6366.23-7573.73,7574.30-7752.59,7753.30-7761.97,7762.75-7862.55,7863.41-7892.18,7892.58-7915.71,7916.44-7922.98,8077.28-8105.28,8105.42-8454.68,8454.82-9060.89,9061.04-9767.09",2.5,"0,12,13,14,12","0.0,48.8,47.8,47.8,47.8",1,2x2,"470,520,800","0.67,1.15,1.69","69.A-0613(A),71.A-0114(A)","0137m4224,q0137m4224",,,,
J013738-243053,01:37:38.33,-24:30:53.8,0.837,01:37:38.39,-24:30:52.9,01:37:38.337,-24:30:53.83,17.468,16.656,17.122,16.753,,,,,,,,[HB89] 0135-247,0.837,QSO B0135-247,0.831,0,4,1587,3283.1282097422,9467.1216839831,"3293.14-4714.63,4716.24-5823.19,5830.29-7517.12,7661.92-9467.12",2.5,"6,11,13,19,11","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.78,0.85,1.03",075.A-0841(A),ocmm259,,,,
J013825-000534,01:38:25.53,-00:05:34.5,1.34,01:38:25.47,-00:05:33.1,01:38:25.519,-00:05:34.27,19.05,18.239,18.071,17.844,SDSS J013825.53-000534.5,1.34,19.397,18.856,18.243,18.06,18.04,SDSS J013825.53-000534.5,1.341,QSO B0135-0020,1.34,0,3,15600,3045.105080166,6655.8074840279,"3108.17-3871.86,4625.29-5578.68,5579.10-5600.07,5678.94-6616.85,6619.39-6652.53",2.5,"8,0,25,33,0","49.8,0.0,47.8,47.8,0.0",1,2x2,"346,564","0.38,1.09,1.85",078.A-0646(A),q0138m0005,,,,
J013857-225447,01:38:57.44,-22:54:47.3,1.893,01:38:57.33,-22:54:47.2,01:38:57.443,-22:54:47.31,18.211,17.553,17.836,17.573,,,,,,,,[HB89] 0136-231,1.893,IVS B0136-231,0.0,0,4,12600,3280.7609777189,6650.7945531998,"3284.32-4589.32,4592.15-6650.79",2.5,"55,29,44,31,0","41.5,41.5,41.1,41.1,0.0",1.2,3x2,"390,520,564","0.59,0.85,1.16",072.B-0218(A),mrc0136m231,,,,
J014125-092843,01:41:25.83,-09:28:43.6,0.062,01:41:25.73,-09:28:44.3,01:41:25.829,-09:28:43.61,17.862,17.306,17.125,16.917,,,,,,,,[HB89] 0138-097,0.733,QSO B0138-098,0.733,0,4,1440,3283.1631848806,9467.2225371543,"3290.87-4715.19,4716.41-5234.19,5240.30-5824.86,5830.25-7448.19,7452.10-7516.89,7662.00-8690.25,8697.28-9467.22",2.5,"6,17,21,33,22","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.56,0.58,0.64",075.A-0841(A),ocmm065,,,,
J014333-391700,01:43:33.63,-39:17:00.1,1.807,01:43:33.70,-39:17:01.0,01:43:33.633,-39:17:00.12,16.77,16.043,16.084,15.708,,,,,,,,HE 0141-3932,1.807,QSO B0141-3932,1.807,0,11,39600,3047.1660468091,10430.1410561686,"3053.65-5578.87,5579.33-5754.02,5832.09-6061.52,6073.66-6841.18,6852.25-6993.46,6995.21-8514.55,8658.47-8921.68,8923.02-9079.06,9091.87-9442.36,9442.99-9505.57,9506.20-10087.21,10104.30-10256.26,10276.72-10430.14",2.5,"64,72,135,133,97","49.8,49.8,47.8,47.8,47.8",1,2x2,"346,437,580,860","0.63,1.19,1.41",67.A-0280(A),hem0141m3932,,,,
J014631+133506,01:46:31.99,+13:35:06.3,0.689,01:46:31.92,+13:35:07.3,01:46:31.997,+13:35:06.52,17.047,17.153,16.97,16.684,SDSS J014631.99+133506.3,0.689,17.366,17.139,17.25,17.289,17.301,SDSS J014631.99+133506.3,0.689,2MASS J01463199+1335060,0.689,0,5,14060,3757.9298622738,4988.5553755205,3759.28-4986.43,2.5,"0,47,0,0,0","0.0,49.8,0.0,0.0,0.0",1,2x2,437,"0.81,0.99,2.03",077.B-0359(A),sdssj014631.99,,,,
J014717+125808,01:47:17.78,+12:58:08.7,1.499,01:47:17.73,+12:58:08.5,01:47:17.782,+12:58:09.03,18.3,18.228,17.644,17.65,SDSS J014717.78+125808.7,1.499,18.677,18.407,18.096,17.843,17.817,SDSS J014717.75+125808.7,1.503,QSO B0144+1243,1.503,0,3,4440,3283.2555608125,6812.52211437,"3298.68-4521.06,4786.48-5237.17,5244.25-5578.95,5579.74-5757.41,5835.14-6065.90,6073.44-6812.52",2.5,"5,6,16,17,0","41.5,41.5,41.1,41.1,0.0",1.2,2x2,"390,580","0.74,0.90,1.22",079.A-0600(B),j0147p1258,,,,
J015318+000911,01:53:18.19,+00:09:11.4,0.837,01:53:18.19,+00:09:11.4,01:53:18.168,+00:09:11.53,17.905,17.849,17.826,17.709,SDSS J015318.19+000911.4,0.837,18.238,17.84,17.828,17.902,17.821,SDSS J015318.18+000911.5,0.837,QSO B0150-0005,0.837,0,2,10800,3065.3099630326,6656.3097201274,"3077.27-3871.66,4621.82-4694.50,4700.30-5600.91,5679.18-6653.59",2.5,"19,0,31,31,0","49.8,0.0,47.8,47.8,0.0",1,2x2,"346,564","0.58,0.82,1.29",078.A-0646(A),q0153p0009,,,,
J015327-431137,01:53:27.18,-43:11:37.9,2.74,01:53:27.28,-43:11:38.2,01:53:27.186,-43:11:37.97,17.354,16.45,16.728,16.119,,,,,,,,HE 0151-4326,2.74,QSO B0151-4326,2.74,0,19,66900,3041.7205365346,10428.793590291,"3046.26-5757.84,5834.01-7966.42,7966.82-8524.47,8663.93-8790.92,8794.44-10087.17,10088.26-10255.19,10259.38-10428.79",2.5,"56,119,111,110,112","49.8,49.8,47.8,47.8,47.8",1,2x2,"346,390,437,580,860","0.51,0.79,2.08","079.B-0469(A),166.A-0106(A)",he0151m4326,,,,
J015733-004824,01:57:33.87,-00:48:24.5,1.549,01:57:33.87,-00:48:24.3,01:57:33.873,-00:48:24.52,18.48,18.217,17.692,17.88,SDSS J015733.87-004824.5,1.549,18.998,18.622,18.506,18.213,18.381,SDSS J015733.87-004824.4,1.548,QSO B0155-0103,1.548,0,2,6000,3282.8000212393,6812.7130408547,"3291.98-4520.25,4780.07-4807.81,4812.31-4846.05,4849.61-4884.15,4890.30-4923.28,4928.09-4953.76,4969.07-5578.41,5579.15-5759.93,5836.03-5890.84,5891.77-6812.71",2.5,"6,7,17,17,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,580","0.84,0.99,1.30",078.A-0003(A),q0157m0048,,,,
J015741-104340,01:57:41.61,-10:43:40.9,0.616,01:57:41.61,-10:43:41.2,01:57:41.617,-10:43:40.95,17.504,17.302,17.039,16.556,,,,,,,,[HB89] 0155-109,0.616,QSO B0155-109,0.616,0,4,1252,3283.3781002398,9467.2106573458,"3292.34-4713.46,4716.72-5820.48,5831.32-7517.25,7662.06-9467.21",2.5,"4,13,13,16,9","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.44,0.56,0.74",075.A-0841(A),ocmm192,,,,
J020157-113233,02:01:57.17,-11:32:33.3,0.669,02:01:57.20,-11:32:34.2,02:01:57.175,-11:32:33.39,16.232,15.956,16.073,15.459,,,,,,,,3C 057,0.669,3C 57,0.669,0,5,1092,3283.2082730312,9467.1946554088,"3298.25-5234.96,5238.84-5826.30,5828.39-6524.15,6530.95-7451.40,7457.80-7516.86,7662.04-9467.19",2.5,"7,18,19,28,18","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.39,0.64,0.77",075.A-0841(A),3cm057,,,,
J020346+113445,02:03:46.67,+11:34:45.3,3.639,02:03:46.64,+11:34:45.0,02:03:46.676,+11:34:45.36,21.032,18.909,19.149,19.094,,,,,,,,PKS 0201+113,3.639,QSO B0201+1120,3.61,0,1,3000,3758.2754107865,10427.7472873226,"3951.46-4675.85,4676.28-4823.45,4823.90-4830.74,4831.54-4871.11,4871.48-4922.15,4922.48-4984.02,6701.12-6771.39,6778.74-6932.86,6936.91-6992.55,6994.18-8523.97,8661.40-9260.78,9261.40-9923.72,9928.27-10086.33,10093.31-10185.13,10185.98-10196.78,10197.37-10217.54,10218.14-10246.30,10248.69-10254.33,10261.95-10419.66,10421.14-10427.75",2.5,"0,7,0,0,8","0.0,54.5,0.0,0.0,52.0",0.9,2x2,"437,860","0.81,0.89,0.96",68.A-0461(A),pksmb0201p113,,,,
J020457-170119,02:04:57.67,-17:01:19.6,1.74,02:04:57.58,-17:01:19.3,02:04:57.670,-17:01:19.67,18.183,17.264,16.938,17.44,,,,,,,,[HB89] 0202-172,1.74,QSO B0202-1715,1.74,0,4,4540,3282.8344909788,9466.43260724,"3294.41-4743.39,4747.19-5229.95,5243.71-7519.64,7666.22-9466.43",2.5,"9,23,23,35,23","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.61,0.69,0.95",076.A-0860(A),pksm0202m17,,,,
J021043-001818,02:10:43.16,-00:18:18.4,4.65,02:10:43.19,-00:18:18.2,02:10:43.128,-00:18:18.23,,,19.499,,SDSS J021043.16-001818.4,4.65,24.041,22.824,20.415,19.167,19.036,SDSS J0210-0018,4.775,QSO J0210-0018,4.77,0,4,14000,4452.5720076746,8305.7160562594,"5075.65-6337.97,6451.60-8299.97",2.5,"0,0,12,23,16","0.0,0.0,41.1,41.1,41.1",1.2,2x2,640,"0.54,0.57,0.84",072.B-0123(D),sdss0210m0018u2x2,,,,
J021748+014449,02:17:48.94,+01:44:49.8,1.715,02:17:48.89,+01:44:47.4,02:17:48.944,+01:44:49.83,15.265,17.834,18.418,13.158,,,,,,,,[HB89] 0215+015,1.715,PMN J0217+0144,1.715,0,2,5399,4164.648225767,6211.371322616,"4164.65-5162.93,5229.92-6211.37",2.5,"0,5,7,0,0","0.0,47.8,47.8,0.0,0.0",1,2x2,520,"0.86,1.12,1.16",078.A-0646(A),q0217p0144,,,,
J022541+113425,02:25:41.91,+11:34:25.4,0.924,02:25:41.85,+11:34:23.9,02:25:41.914,+11:34:25.45,18.963,18.401,18.498,18.113,,,,,,,,[HB89] 0223+113,0.924,QSO B0222+113,0.924,0,4,2840,3283.0205668359,9466.6534009586,"3299.27-7387.25,7399.64-7426.71,7433.34-7521.45,7666.34-9466.65",2.5,"1,5,7,11,6","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","0.98,1.21,1.73",076.A-0860(A),txsm0223p113,,,,
J022620-285750,02:26:20.49,-28:57:50.7,2.171,02:26:20.47,-28:57:51.0,02:26:20.491,-28:57:50.73,18.39,17.981,17.692,17.415,,,,,,,,2QZ J022620.4-285751,2.171,QSO B0224-2911,2.171,0,11,35390,3267.1048568087,9465.88294561,"3267.10-3270.46,3270.89-3272.01,3276.38-3281.85,3290.43-7530.50,7661.30-7820.68,7829.68-8771.14,8790.25-9465.88",2.5,"12,27,39,56,37","59.8,59.8,56.9,56.9,56.9","0.8,1.2",2x2,"390,437,564,580,760","0.34,0.61,2.03","079.A-0600(B),084.A-0136(A)",j0226m2857,,,,
J022928-364357,02:29:28.43,-36:43:57.0,2.115,02:29:28.59,-36:43:56.4,02:29:28.438,-36:43:57.07,19.148,20.123,19.145,18.493,,,,,,,,PKS 0227-369,2.115,QSO J0229-3643,2.11,0,4,12800,3282.7751301064,6653.2130089497,"3304.56-4519.08,4620.87-5578.22,5579.20-5600.08,5674.55-6616.70,6618.63-6653.21",2.5,"4,5,13,12,0","49.8,49.8,47.8,47.8,0.0",1,2x2,"390,564","0.62,0.92,1.20",076.A-0389(A),b0227m369,,,,
J023507-040205,02:35:07.34,-04:02:05.3,1.442,02:35:07.39,-04:02:04.5,02:35:07.341,-04:02:05.43,16.274,15.985,15.625,15.203,SDSS J023507.34-040205.3,1.442,16.832,16.792,16.507,16.34,16.384,[HB89] 0232-042,1.44,4C -04.06,1.438,0,4,1200,3282.9906309081,9466.646022803,"3300.81-7521.44,7666.39-9466.65",2.5,"3,10,12,19,13","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,580,760","1.05,1.33,1.60",076.A-0860(A),odmm055,,,,
J023838+163659,02:38:38.93,+16:36:59.2,0.94,02:38:38.94,+16:36:59.6,02:38:38.939,+16:36:59.21,18.818,18.903,15.8,16.501,,,,,,,,[HB89] 0235+164,0.94,QSO B0235+16,0.94,0,4,14295,3044.6722985221,6657.0262062007,"3099.96-3870.18,4622.32-5578.07,5578.54-5599.74,5679.17-6301.12,6301.69-6652.03",2.5,"6,0,61,80,0","45.7,0.0,47.8,47.8,0.0","1.0,1.2",2x2,"346,564","0.60,0.85,1.75",278.A-5048(A),ao0235p16,,,,
J024008-230915,02:40:08.16,-23:09:15.6,2.223,02:40:08.02,-23:09:14.6,02:40:08.169,-23:09:15.65,16.571,16.183,16.121,15.706,,,,,,,,[HB89] 0237-233,2.223,[WPW2003] J0240-2309,0.0,0,39,154277,3044.3798113463,10429.7885621813,"3047.47-5237.98,5245.04-5578.33,5579.59-6860.96,6863.98-6979.37,7004.84-8921.14,8923.37-9925.30,9930.91-9942.99,9950.86-9962.86,9966.85-10013.49,10017.90-10087.91,10095.69-10255.09,10270.19-10428.69",1.5,"70,121,146,160,144","49.8,49.8,47.8,47.8,47.8","0.7,0.8,1.0,1.2","1x1,2x2,3x2","346,390,437,564,580,760,860","0.36,0.77,1.84","072.B-0218(A),166.A-0106(A),185.A-0745(F),185.A-0745(G)","mrc0237m233,pks0237m23",,,,
J024221+004912,02:42:21.87,+00:49:12.7,2.06,02:42:21.87,+00:49:12.6,02:42:21.864,+00:49:12.89,18.806,18.285,18.145,17.656,SDSS J024221.87+004912.7,2.06,19.208,18.705,18.298,18.147,17.951,SDSS J024221.86+004912.6,2.062,QSO B0239+0036,2.071,0,6,20700,3283.1230292233,9467.1067456073,"3295.16-4103.88,4108.29-5007.49,5009.16-5175.18,5180.75-5579.00,5579.61-7520.49,7667.09-9467.11",2.5,"11,25,30,46,36","49.8,49.8,47.8,47.8,47.8",1,2x2,"390,437,595,760","0.62,1.02,1.13",075.B-0190(A),q0242p0049,,,,
